recordIdentifier,title,date,senders,receivers,mentioned,genre
DE-611-HS-3648277,"Brief von USA. Bureau of Standards an Werner Heisenberg, 13.04.1959",1959-04-13,USA. Bureau of Standards,"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3648282,Aktenverweis (Incipit der Unterlage),unknown,,,,unknown
DE-611-HS-3648410,Aktenverweis (Incipit der Unterlage),unknown,,,,unknown
DE-611-HS-3648418,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Per Waldal, 12.03.1963",1963-03-12,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Waldal, Per","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3648430,"Brief von Lawrence Radiation Laboratory an Werner Heisenberg, 26.02.1957",1957-02-26,Lawrence Radiation Laboratory (1936-1958),"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3648473,"Brief von Ludwig Waldmann von Physikalisches Institut der Universität Erlangen-Nürnberg. Institut für Theoretische Physik an Werner Heisenberg, 07.02.1967",1967-02-07,"Waldmann, Ludwig (1913-1980); Physikalisches Institut der Universität Erlangen-Nürnberg. Institut für Theoretische Physik","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3648485,"Brief von Klaus Mahler an Werner Heisenberg, 1969 [mutm.]",1969,"Mahler, Klaus","Heisenberg, Werner (1901-1976)","Wald, George (1906-1997)",Brief
DE-611-HS-3648489,Aktenverweis (Incipit der Unterlage),unknown,,,,unknown
DE-611-HS-3648501,"Brief von R. A. Waldron an Werner Heisenberg, 21.06.1960",1960-06-21,"Waldron, R. A.","Heisenberg, Werner (1901-1976)","Maxwell, James Clerk (1831-1879); Einstein, Albert (1879-1955); Finkelstein, David Ritz; Dingle, Herbert (1890-1978)",Brief
DE-611-HS-3648510,"Brief von Werner Heisenberg an R. A. Waldron, 06.05.1959",1959-05-06,"Heisenberg, Werner (1901-1976)","Waldron, R. A.",,Brief
DE-611-HS-3648519,"Brief von R. A. Waldron an Werner Heisenberg, 05.04.1959",1959-04-05,"Waldron, R. A.","Heisenberg, Werner (1901-1976)","Einstein, Albert (1879-1955)",Brief
DE-611-HS-3648525,"Brief von John Dirk Walecka von Massachusetts Institute of Technology. Department of Physics an Werner Heisenberg, 11.02.1958",1958-02-11,"Walecka, John Dirk; Massachusetts Institute of Technology. Department of Physics","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3648534,"Brief von R. J. Walen von Institut za nuklearne nauke ""Boris Kidrič"" an Werner Heisenberg, 15.07.1954",1954-07-15,"Walen, R. J.; Institut za nuklearne nauke ""Boris Kidrič"" (1953-1991)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3648537,"Brief von Werner Heisenberg an Mark E. Walker, 04.09.1974",1974-09-04,"Heisenberg, Werner (1901-1976)","Walker, Mark E. [vermutlich]","Democritus, Abderita; Gassendi, Pierre (1592-1655)",Brief
DE-611-HS-3648545,"Brief von Mark E. Walker an Werner Heisenberg, 20.08.1974",1974-08-20,"Walker, Mark E. [vermutlich]","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3648555,"Brief von Bernd Wall an Werner Heisenberg, 13.08.1967",1967-08-13,"Wall, Bernd (1945-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3648561,"Brief von Bernd Wall an Max-Planck-Institut für Physik und Astrophysik, 24.09.1966",1966-09-24,"Wall, Bernd (1945-)",Max-Planck-Institut für Physik und Astrophysik (1958-1991),"Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3648564,Aktenverweis (Incipit der Unterlage),unknown,,,,unknown
DE-611-HS-3650607,"Brief von H. A. Wallis an Werner Heisenberg, 28.08.1959",1959-08-28,"Wallis, H. A.","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650617,"Brief von Pedro Waloschek von Istituto di Fisica (Bologna) an Werner Heisenberg, 18.03.1957",1957-03-18,"Waloschek, Pedro (-2012); Istituto di Fisica (Bologna)","Heisenberg, Werner (1901-1976)","Ceccarelli, Marcello",Brief
DE-611-HS-3650623,"Brief von Werner Heisenberg an Pedro Waloschek an Istituto di Fisica (Bologna), 02.02.1957",1957-02-02,"Heisenberg, Werner (1901-1976)","Waloschek, Pedro (-2012); Istituto di Fisica (Bologna)","Crussard, Jean; Gottstein, Klaus (1924-2020)",Brief
DE-611-HS-3650636,"Brief von Werner Heisenberg an Hans-Albert Walter, 08.05.1974",1974-05-08,"Heisenberg, Werner (1901-1976)","Walter, Hans-Albert (1935-2016)","Roubiczek, Hjördis",Brief
DE-611-HS-3650645,"Brief von Hans-Albert Walter an Werner Heisenberg, 02.05.1974",1974-05-02,"Walter, Hans-Albert (1935-2016)","Heisenberg, Werner (1901-1976)","Roubiczek, Hjördis; Roubiczek, Paul (1898-1972)",Brief
DE-611-HS-3650675,"Brief von Hans-Dieter Walter an Werner Heisenberg, o.D.",o.D.,"Walter, Hans-Dieter","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650686,"Brief von Hildegard Wöhrle von Max-Planck-Institut für Physik. Direktion. Sekretariat an Walter-Verlag (Olten), 25.10.1965",1965-10-25,"Wöhrle, Hildegard (1934-2020); Max-Planck-Institut für Physik. Direktion. Sekretariat",Walter-Verlag (Olten) (1916-2010),"Heisenberg, Werner (1901-1976); Haverbeck, Werner Georg (1909-1999)",Brief
DE-611-HS-3650698,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Ludwig Vaubel an Walter-Raymond-Stiftung der BDA, 05.08.1969",1969-08-05,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Vaubel, Ludwig; Walter-Raymond-Stiftung der BDA (1959-)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3650710,"Brief von Ludwig Vaubel von Walter-Raymond-Stiftung der BDA an Werner Heisenberg, 22.07.1969",1969-07-22,"Vaubel, Ludwig; Walter-Raymond-Stiftung der BDA (1959-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650714,Aktenverweis (Incipit der Unterlage),unknown,,,,unknown
DE-611-HS-3650727,"Brief von Werner Heisenberg an Ernst Carl Gerlach Stueckelberg von Breidenbach an Université de Lausanne . Laboratoire de physique (Lausanne), 13.12.1960",1960-12-13,"Heisenberg, Werner (1901-1976)","Stueckelberg von Breidenbach, Ernst Carl Gerlach; Université de Lausanne (Lausanne). Laboratoire de physique","Wanders, Gérard (1930-)",Brief
DE-611-HS-3650738,"Brief von Ernst Carl Gerlach Stueckelberg von Breidenbach von Université de Lausanne . Laboratoire de physique (Lausanne) an Werner Heisenberg, 05.12.1960",1960-12-05,"Stueckelberg von Breidenbach, Ernst Carl Gerlach; Université de Lausanne (Lausanne). Laboratoire de physique","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650799,"Brief von Gérard Wanders an Werner Heisenberg, 30.09.1959",1959-09-30,"Wanders, Gérard (1930-)","Heisenberg, Werner (1901-1976)","Lehmann, Harry (1924-1998); Zimmermann, Wolfhart (1928-2016)",Brief
DE-611-HS-3650820,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Erich Wanek, 30.07.1962",1962-07-30,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wanek, Erich (1926-2010)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3650854,"Brief von Erich Wanek an Werner Heisenberg, 13.07.1962",1962-07-13,"Wanek, Erich (1926-2010)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650887,"Brief von Werner Heisenberg an Chia Ping Wang an Case Western Reserve University. Department of Physics, 10.04.1970",1970-04-10,"Heisenberg, Werner (1901-1976)","Wang, Chia Ping; Case Western Reserve University. Department of Physics",,Brief
DE-611-HS-3650916,"Brief von Chia Ping Wang von Case Western Reserve University. Department of Physics an Werner Heisenberg, 08.03.1970",1970-03-08,"Wang, Chia Ping; Case Western Reserve University. Department of Physics","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650929,"Brief von Wolfgang Wangler an Werner Heisenberg, 20.01.1970 [ca.]",1970-01-20,"Wangler, Wolfgang","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650936,Am 1. August 1970 verstarb im 87. Lebensjahr Professor ... Otto Warburg (Incipit der Unterlage),1970-08-03,,,,unknown
DE-611-HS-3650942,"Brief von Otto Warburg an Werner Heisenberg, 17.11.1969",1969-11-17,"Warburg, Otto (1883-1970)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3650996,"Brief von Kurt Ballreich von Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Generalverwaltung an Max-Planck-Gesellschaft zur Förderung der Wissenschaften, 16.09.1963",1963-09-16,"Ballreich, Kurt; Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Generalverwaltung",Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-),"Warburg, Otto (1883-1970)",Brief
DE-611-HS-3651012,"Brief von Werner Heisenberg an Otto Warburg an Max-Planck-Institut für Zellphysiologie, 13.12.1957",1957-12-13,"Heisenberg, Werner (1901-1976)","Warburg, Otto (1883-1970); Max-Planck-Institut für Zellphysiologie (1953-1973)","Szilard, Leo (1898-1964) [vermutlich]",Brief
DE-611-HS-3651053,"Brief von Otto Warburg an Werner Heisenberg, 10.12.1957",1957-12-10,"Warburg, Otto (1883-1970)","Heisenberg, Werner (1901-1976)","Szilard, Leo (1898-1964) [vermutlich]",Brief
DE-611-HS-3651064,"Brief von Werner Heisenberg an Hildebrand Gurlitt an Kunstverein für die Rheinlande und Westfalen, 26.07.1955",1955-07-26,"Heisenberg, Werner (1901-1976)","Gurlitt, Hildebrand (1895-1956); Kunstverein für die Rheinlande und Westfalen (1829-)","Warburg, Otto (1883-1970)",Brief
DE-611-HS-3651321,"Brief von Walther von Wartburg an Werner Heisenberg, 22.05.1968",1968-05-22,"Wartburg, Walther von (1888-1971)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3651324,"Brief von Werner Heisenberg an Eligio Perucca an Politecnico di Torino, 30.01.1951",1951-01-30,"Heisenberg, Werner (1901-1976)","Perucca, Eligio; Politecnico di Torino (1906-)","Wataghin, Gleb (1899-1986)",Brief
DE-611-HS-3651329,"Brief von Eligio Perucca von Politecnico di Torino an Werner Heisenberg, 25.01.1951",1951-01-25,"Perucca, Eligio; Politecnico di Torino (1906-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3651341,"Brief von Gleb Wataghin von Università degli studi di Torino. Instituto di fisica an Werner Heisenberg, 18.07.1949",1949-07-18,"Wataghin, Gleb (1899-1986); Università degli studi di Torino. Instituto di fisica","Heisenberg, Werner (1901-1976)","Leal Ferreira, José Hugo",Brief
DE-611-HS-3651348,"Brief von Gleb Wataghin von Università degli studi di Torino. Instituto di fisica an Werner Heisenberg, 14.06.1949",1949-06-14,"Wataghin, Gleb (1899-1986); Università degli studi di Torino. Instituto di fisica","Heisenberg, Werner (1901-1976)","Heisenberg, Elisabeth (1914-1998); Koppe, Heinz (1918-2000)",Brief
DE-611-HS-3651353,"Brief von Gleb Wataghin von Università degli studi di Torino. Instituto di fisica an Werner Heisenberg, 01.03.1949",1949-03-01,"Wataghin, Gleb (1899-1986); Università degli studi di Torino. Instituto di fisica","Heisenberg, Werner (1901-1976)","Amaldi, Edoardo (1908-1989)",Brief
DE-611-HS-3651364,"Brief von A. P. Waterson von St. Thomas' Hospital (London) an Max-Planck-Institut für Physik. Direktion. Sekretariat, 25.01.1965",1965-01-25,"Waterson, A. P.; St. Thomas' Hospital (London)",Max-Planck-Institut für Physik. Direktion. Sekretariat,,Brief
DE-611-HS-3651383,"Brief von Cambridge University Press an Werner Heisenberg, 17.04.1948",1948-04-17,Cambridge University Press (1583-),"Heisenberg, Werner (1901-1976)","Roberts, Sydney C.",Brief
DE-611-HS-3651394,Aktenverweis (Incipit der Unterlage),unknown,,,,unknown
DE-611-HS-3651404,"Brief von Werner Heisenberg an Wayss-und-Freytag-Aktiengesellschaft, 16.05.1961",1961-05-16,"Heisenberg, Werner (1901-1976)",Wayss-und-Freytag-Aktiengesellschaft (1924-1932),,Brief
DE-611-HS-3651409,"Brief von Wayss-und-Freytag-Aktiengesellschaft an Werner Heisenberg, 12.05.1961",1961-05-12,Wayss-und-Freytag-Aktiengesellschaft (1924-1932),"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3651419,"Brief von Werner Heisenberg an Robert Alexander Weale an University of London. Institute of Ophthalmology, 24.01.1950",1950-01-24,"Heisenberg, Werner (1901-1976)","Weale, Robert Alexander (1922-2013); University of London. Institute of Ophthalmology",,Brief
DE-611-HS-3651425,"Brief von Robert Alexander Weale von University of London. Institute of Ophthalmology an Werner Heisenberg, 20.01.1950",1950-01-20,"Weale, Robert Alexander (1922-2013); University of London. Institute of Ophthalmology","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3651436,"Brief von Warren Weaver von The Rockefeller Foundation an Werner Heisenberg, 22.11.1949",1949-11-22,"Weaver, Warren (1923-1997); The Rockefeller Foundation","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3651456,"Brief von Wilmot H. Webb von Princeton University. Department of Aeronautical Engineering an Werner Heisenberg, 22.08.1961",1961-08-22,"Webb, Wilmot H.; Princeton University. Department of Aeronautical Engineering (-1978)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-BF-80361,"495. IV. Institutionen, 1. Korrespondenz: Webe-Weid",1951,,,,unknown
DE-611-HS-3651606,"Brief von Anton Weber an Werner Heisenberg, 05.12.1970",1970-12-05,"Weber, Anton","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3651612,"Brief von Werner Heisenberg an Anton Weber, 10.12.1970",1970-12-10,"Heisenberg, Werner (1901-1976)","Weber, Anton",,Brief
DE-611-HS-3651617,Aktenverweis (Einheitstitel von Bearbeiter/in),1970,,,,unknown
DE-611-HS-3651628,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Europäische Kommission. Verbindungsbüro, 14.06.1968",1968-06-14,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat",Europäische Kommission. Verbindungsbüro (1967-1976),"Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3651635,"Brief von Werner Heisenberg an Alfred Weber, 11.01.1954",1954-01-11,"Heisenberg, Werner (1901-1976)","Weber, Alfred (1868-1958)",,Brief
DE-611-HS-3651647,"Brief von Alfred Weber an Werner Heisenberg, 06.01.1954",1954-01-06,"Weber, Alfred (1868-1958)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3651664,"Brief von Klaus Gottstein an Erwin Weber, 24.01.1969",1969-01-24,"Gottstein, Klaus (1924-2020)","Weber, Erwin",,Brief
DE-611-HS-3651679,Aktenverweis (Einheitstitel von Bearbeiter/in),1964-10-02,,,,unknown
DE-611-HS-3651685,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Günter Gerhard Weber an Theoretical Chemistry Institute, 05.11.1964",1964-11-05,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Weber, Günter Gerhard [vermutlich]; Theoretical Chemistry Institute","Heisenberg, Werner (1901-1976); Biermann, Ludwig (1907-1986)",Brief
DE-611-HS-3651695,Am 12. Juni 1974 starb in Heidelberg ... Professor ... Hans-Hermann Weber (Incipit der Unterlage),1974-06-15,"Lüst, Reimar (1923-2020); Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-)",,,unknown
DE-611-HS-3651699,Aktenverweis (Einheitstitel von Bearbeiter/in),1970,,,,unknown
DE-611-HS-3651718,"Brief von Hans Hermann Weber von Max-Planck-Institut für Medizinische Forschung. Institut für Physiologie, Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Biologisch-Medizinische Sektion an Werner Heisenberg, 03.06.1969",1969-06-03,"Weber, Hans Hermann (1896-1974); Max-Planck-Institut für Medizinische Forschung. Institut für Physiologie; Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Biologisch-Medizinische Sektion","Heisenberg, Werner (1901-1976)","Melchers, Georg (1906-1997)",Brief
DE-611-HS-3653521,"Brief von Werner Heisenberg an Hans Hermann Weber an Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Biologisch-Medizinische Sektion, 22.05.1969",1969-05-22,"Heisenberg, Werner (1901-1976)","Weber, Hans Hermann (1896-1974); Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Biologisch-Medizinische Sektion","Melcher, Rudolf",Brief
DE-611-HS-3653529,"Brief von Hans Hermann Weber von Max-Planck-Institut für Medizinische Forschung. Institut für Physiologie, Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Biologisch-Medizinische Sektion an Werner Heisenberg, 16.05.1969",1969-05-16,"Weber, Hans Hermann (1896-1974); Max-Planck-Institut für Medizinische Forschung. Institut für Physiologie; Max-Planck-Gesellschaft zur Förderung der Wissenschaften. Biologisch-Medizinische Sektion","Heisenberg, Werner (1901-1976)","Melchers, Georg (1906-1997)",Brief
DE-611-HS-3653547,"Brief von Werner Heisenberg an Spedition Hermann Weber, 10.07.1958",1958-07-10,"Heisenberg, Werner (1901-1976)",Spedition Hermann Weber (1892-),,Brief
DE-611-HS-3653552,"Brief von Werner Heisenberg an Horst Weber, 05.08.1974",1974-08-05,"Heisenberg, Werner (1901-1976)","Weber, Horst","Weizsäcker, Carl Friedrich von (1912-2007)",Brief
DE-611-HS-3653596,"Brief von Horst Weber an Werner Heisenberg, 31.07.1974",1974-07-31,"Weber, Horst","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3653621,"Brief von Jack M. Webster an Werner Heisenberg, 14.05.1972",1972-05-14,"Webster, Jack M.","Heisenberg, Werner (1901-1976)","Einstein, Albert (1879-1955)",Brief
DE-611-HS-3653641,"Brief von Jack M. Webster an Werner Heisenberg, 11.05.1972",1972-05-11,"Webster, Jack M.","Heisenberg, Werner (1901-1976)","Einstein, Albert (1879-1955)",Brief
DE-611-HS-3653652,"Brief von Thomas Wechs an Werner Heisenberg, 1968",1968,"Wechs, Thomas (1893-1970)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3653664,Aktenverweis (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3653669,"Brief von Werner Heisenberg an Thomas Wechs und Thomas Wechs, 27.07.1964",1964-07-27,"Heisenberg, Werner (1901-1976)","Wechs, Thomas (1893-1970); Wechs, Thomas",,Brief
DE-611-HS-3653673,"Brief von Thomas Wechs an Werner Heisenberg, 20.07.1964",1964-07-20,"Wechs, Thomas (1893-1970)","Heisenberg, Werner (1901-1976)","Wechs, Thomas",Brief
DE-611-HS-3653688,"Brief von Wiltrud Huber von Max-Planck-Institut für Physik. Direktion. Sekretariat an Rudolph Weckering, 02.06.1967",1967-06-02,"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat","Weckering, Rudolph [vermutlich]","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3653699,"Brief von Rudolph Weckering an Werner Heisenberg, 15.05.1967",1967-05-15,"Weckering, Rudolph","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3653706,"Brief von Graf von Emil Wedel an Werner Heisenberg, 1962 [November]",1962,"Wedel, Emil, Graf von","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3653721,"Brief von Werner Heisenberg an Graf von Emil Wedel, 30.04.1962",1962-04-30,"Heisenberg, Werner (1901-1976)","Wedel, Emil, Graf von",,Brief
DE-611-HS-3653732,"Brief von Graf von Emil Wedel an Werner Heisenberg, 24.04.1962",1962-04-24,"Wedel, Emil, Graf von","Heisenberg, Werner (1901-1976)","Bernal, John D. (1901-1971)",Brief
DE-611-HS-3653885,"Brief von Werner Heisenberg an Mogens Wegener, 22.02.1963",1963-02-22,"Heisenberg, Werner (1901-1976)","Wegener, Mogens","Bohr, Niels (1885-1962)",Brief
DE-611-HS-3653908,"Brief von Mogens Wegener an Werner Heisenberg, 17.02.1963",1963-02-17,"Wegener, Mogens","Heisenberg, Werner (1901-1976)","Bohr, Niels (1885-1962)",Brief
DE-611-HS-3653922,"Brief von Peter P. Wegener von US Naval Ordnance Laboratory (White Oak, Md.) an Werner Heisenberg, 24.09.1951",1951-09-24,"Wegener, Peter P. (1917-2008); US Naval Ordnance Laboratory (White Oak, Md.)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3653927,"Brief von Howard McMillen von US Naval Ordnance Laboratory (White Oak, Md.) an Werner Heisenberg, 24.07.1951",1951-07-24,"McMillen, Howard [vermutlich]; US Naval Ordnance Laboratory (White Oak, Md.)","Heisenberg, Werner (1901-1976)","Wegener, Peter P. (1917-2008)",Brief
DE-611-HS-3653940,"Brief von Raymond J. Seeger von US Naval Ordnance Laboratory (White Oak, Md.) an Werner Heisenberg, 24.07.1951",1951-07-24,"Seeger, Raymond J.; US Naval Ordnance Laboratory (White Oak, Md.)","Heisenberg, Werner (1901-1976)","Wegener, Peter P. (1917-2008); Kurzweg, Hermann (1908-2000); Weizsäcker, Carl Friedrich von (1912-2007)",Brief
DE-611-HS-3653961,"Brief von Karl Hermann Wegerhoff an Werner Heisenberg, o.D.",o.D.,"Wegerhoff, Karl Hermann (1926-)","Heisenberg, Werner (1901-1976)",,Brief
